Make,Model,Year,City MPG (FT1),Highway MPG (FT1),Combined MPG (FT1)
Volkswagen,Beetle,2015,23,31,26
Volkswagen,Beetle,2015,30,39,34
Volkswagen,Beetle Convertible,2015,23,29,25
Volkswagen,Beetle Convertible,2015,30,38,33
Volkswagen,Beetle Convertible,2015,24,32,27
Volkswagen,Beetle Convertible,2015,23,31,26
Volkswagen,Beetle Convertible,2015,29,39,33
Volkswagen,CC,2015,22,31,25
Volkswagen,CC,2015,21,32,25
Volkswagen,CC 4motion,2015,17,25,20
Volkswagen,e-Golf,2015,126,105,116
Volkswagen,Eos,2015,22,30,25
Volkswagen,Golf,2015,31,41,35
Volkswagen,Golf,2015,25,35,29
Volkswagen,Golf,2015,25,36,29
Volkswagen,Golf,2015,30,43,35
Volkswagen,Golf R,2015,23,30,26
Volkswagen,Golf SportWagen,2015,31,40,35
Volkswagen,Golf SportWagen,2015,25,34,29
Volkswagen,Golf SportWagen,2015,25,35,28
Volkswagen,Golf SportWagen,2015,30,42,35
Volkswagen,GTI,2015,25,33,28
Volkswagen,GTI,2015,25,34,28
Volkswagen,Jetta,2015,24,32,27
Volkswagen,Jetta,2015,31,43,35
Volkswagen,Jetta,2015,25,36,29
Volkswagen,Jetta,2015,22,33,26
Volkswagen,Jetta,2015,25,34,28
Volkswagen,Jetta,2015,25,36,29
Volkswagen,Jetta,2015,23,33,26
Volkswagen,Jetta,2015,30,44,35
Volkswagen,Jetta Hybrid,2015,41,48,44
Volkswagen,Passat,2015,20,28,23
Volkswagen,Passat,2015,29,40,33
Volkswagen,Passat,2015,24,35,28
Volkswagen,Passat,2015,24,34,28
Volkswagen,Passat,2015,30,42,34
Volkswagen,Tiguan,2015,21,26,23
Volkswagen,Tiguan 4motion,2015,20,26,22
Volkswagen,Touareg,2015,17,23,19
Volkswagen,Touareg Hybrid,2015,20,24,21
Volvo,S60 AWD,2015,20,28,23
Volvo,S60 AWD,2015,19,28,22
Volvo,S60 FWD,2015,25,36,29
Volvo,S60 FWD,2015,24,34,27
Volvo,S60 PoleStar AWD,2015,18,27,21
Volvo,S80 AWD,2015,19,28,22
Volvo,S80 FWD,2015,25,36,29
Volvo,V60 AWD,2015,20,28,23
Volvo,V60 AWD,2015,19,28,22
Volvo,V60 CC AWD,2015,20,28,23
Volvo,V60 CC FWD,2015,24,31,27
Volvo,V60 FWD,2015,25,36,29
Volvo,V60 PoleStar AWD,2015,18,27,21
Volvo,XC60 AWD,2015,17,24,20
Volvo,XC60 AWD,2015,18,25,20
Volvo,XC60 AWD,2015,18,25,21
Volvo,XC60 FWD,2015,24,31,27
Volvo,XC60 FWD,2015,22,30,25
Volvo,XC70 AWD,2015,17,24,20
Volvo,XC70 AWD,2015,18,25,21
Volvo,XC70 FWD,2015,24,31,27
Acura,ILX,2016,25,35,29
Acura,MDX 2WD,2016,20,27,23
Acura,MDX 2WD,2016,19,27,22
Acura,MDX 4WD,2016,19,26,22
Acura,MDX 4WD,2016,18,26,21
Acura,RDX 2WD,2016,20,28,23
Acura,RDX 4WD,2016,19,27,22
Acura,RLX,2016,20,30,23
Acura,RLX Hybrid,2016,28,31,30
Acura,TLX 2WD,2016,24,35,28
Acura,TLX 2WD,2016,21,34,25
Acura,TLX 4WD,2016,21,31,25
Alfa Romeo,4C,2016,24,34,28
Audi,A3,2016,23,33,27
Audi,A3 Cabriolet,2016,24,35,28
Audi,A3 Cabriolet quattro,2016,23,32,26
Audi,A3 e-tron,2016,33,37,35
Audi,A3 e-tron ultra,2016,37,41,39
Audi,A3 quattro,2016,24,33,27
Audi,A4,2016,24,31,27
Audi,A4 quattro,2016,21,30,24
Audi,A4 quattro,2016,22,32,26
Audi,A5 Cabriolet quattro,2016,21,29,24
Audi,A5 quattro,2016,21,30,24
Audi,A5 quattro,2016,22,32,26
Audi,A6,2016,24,34,28
Audi,A6 quattro,2016,20,29,24
Audi,A6 quattro,2016,22,32,25
Audi,A7 quattro,2016,20,29,24
Audi,A8 L,2016,18,29,22
Audi,A8 L,2016,19,29,22
Audi,A8 L,2016,14,22,17
Audi,allroad quattro,2016,21,28,24
Audi,Q3,2016,20,28,23
Audi,Q3 quattro,2016,20,28,23
Audi,Q5,2016,20,27,22
Audi,Q5,2016,18,26,21
Audi,Q5 Hybrid,2016,24,30,26
Audi,RS 7,2016,15,25,18
Audi,S3,2016,23,31,26
Audi,S4,2016,18,28,21
Audi,S4,2016,17,26,20
Audi,S5,2016,18,28,21
Audi,S5,2016,17,26,20
Audi,S5 Cabriolet,2016,18,26,21
Audi,S6,2016,18,27,21
Audi,S7,2016,17,27,21
Audi,S8,2016,15,25,19
Audi,SQ5,2016,17,24,19
Audi,TT Coupe quattro,2016,23,30,26
Audi,TT Roadster quattro,2016,23,30,26
Audi,TTS Coupe,2016,23,27,25
BMW,228i,2016,23,35,27
BMW,228i,2016,22,33,26
BMW,228i Convertible,2016,23,34,27
BMW,228i xDrive,2016,23,34,27
BMW,228i xDrive Convertible,2016,22,33,26
BMW,320i,2016,23,35,28
BMW,320i,2016,23,35,27
BMW,320i xDrive,2016,23,34,27
BMW,328d,2016,31,42,35
BMW,328d xDrive,2016,30,40,34
BMW,328d xDrive Sports Wagon,2016,30,40,34
BMW,328i,2016,23,35,27
BMW,328i,2016,22,33,26
BMW,328i xDrive,2016,22,33,26
BMW,328i xDrive Gran Turismo,2016,22,33,26
BMW,328i xDrive Sports Wagon,2016,22,33,26
BMW,330e,2016,28,36,31
BMW,335i xDrive Gran Turismo,2016,20,30,23
BMW,340i,2016,22,32,25
BMW,340i,2016,20,29,23
BMW,340i xDrive,2016,22,32,25
BMW,340i xDrive,2016,20,28,23
BMW,428i Convertible,2016,23,34,27
BMW,428i Coupe,2016,23,35,27
BMW,428i Coupe,2016,22,33,26
BMW,428i Gran Coupe,2016,23,34,27
BMW,428i xDrive Convertible,2016,21,32,25
BMW,428i xDrive Coupe,2016,22,33,26
BMW,428i xDrive Gran Coupe,2016,22,33,26
BMW,435i Convertible,2016,20,30,23
BMW,435i Coupe,2016,20,30,24
BMW,435i Coupe,2016,20,29,23
BMW,435i Gran Coupe,2016,20,30,24
BMW,435i xDrive Convertible,2016,20,29,23
BMW,435i xDrive Coupe,2016,20,30,23
BMW,435i xDrive Coupe,2016,19,28,22
BMW,435i xDrive Gran Coupe,2016,20,30,23
BMW,528i,2016,23,34,27
BMW,528i xDrive,2016,22,33,26
BMW,535d,2016,26,38,30
BMW,535d xDrive,2016,26,37,30
BMW,535i,2016,20,30,23
BMW,535i Gran Turismo,2016,19,27,22
BMW,535i xDrive,2016,20,29,23
BMW,535i xDrive Gran Turismo,2016,18,26,21
BMW,550i,2016,17,25,20
BMW,550i xDrive,2016,16,24,19
BMW,640i Convertible,2016,20,30,23
BMW,640i Coupe,2016,20,30,24
BMW,640i Gran Coupe,2016,20,30,23
BMW,640i xDrive Convertible,2016,20,29,23
BMW,640i xDrive Coupe,2016,20,29,23
BMW,640i xDrive Gran Coupe,2016,20,29,23
BMW,650i Convertible,2016,17,25,20
BMW,650i Coupe,2016,17,25,20
BMW,650i Gran Coupe,2016,17,25,20
BMW,650i xDrive Convertible,2016,15,24,18
BMW,650i xDrive Coupe,2016,16,24,19
BMW,650i xDrive Gran Coupe,2016,15,24,18
BMW,740i,2016,21,29,24
BMW,750i,2016,17,25,20
BMW,750i xDrive,2016,16,24,19
BMW,ActiveHybrid 5,2016,23,30,26
BMW,Alpina B6 Gran Coupe xDrive,2016,15,24,18
BMW,i3 BEV,2016,137,111,124
BMW,i3 REX,2016,41,37,39
BMW,i8,2016,28,29,28
BMW,M2,2016,20,26,22
BMW,M2,2016,18,26,21
BMW,M235i,2016,20,30,24
BMW,M235i,2016,19,27,22
BMW,M235i Convertible,2016,20,30,24
BMW,M235i Convertible,2016,19,26,22
BMW,M235i xDrive,2016,20,30,23
BMW,M235i xDrive Convertible,2016,20,30,23
BMW,M3,2016,17,24,19
BMW,M3,2016,17,26,20
BMW,M4 Convertible,2016,17,24,19
BMW,M4 Convertible,2016,17,26,20
BMW,M4 Coupe,2016,17,24,19
BMW,M4 Coupe,2016,17,26,20
BMW,M4 GTS,2016,16,23,19
BMW,M5,2016,14,20,16
BMW,M5,2016,15,22,17
BMW,M6 Convertible,2016,14,20,16
BMW,M6 Convertible,2016,15,22,17
BMW,M6 Coupe,2016,14,20,16
BMW,M6 Coupe,2016,15,22,17
BMW,M6 Gran Coupe,2016,14,20,16
BMW,M6 Gran Coupe,2016,15,22,17
BMW,X1 xDrive28i,2016,22,31,25
BMW,X3 sDrive 28i,2016,21,28,24
BMW,X3 xDrive28d,2016,27,33,30
BMW,X3 xDrive28i,2016,21,28,24
BMW,X3 xDrive35i,2016,19,26,21
BMW,X4 M40i,2016,18,25,21
BMW,X4 xDrive28i,2016,20,27,23
BMW,X4 xDrive35i,2016,19,26,21
BMW,X5 M,2016,14,19,16
BMW,X5 sDrive35i,2016,18,25,21
BMW,X5 xDrive35d,2016,23,29,25
BMW,X5 xDrive35i,2016,18,24,20
BMW,X5 xDrive40e,2016,23,25,24
BMW,X5 xDrive50i,2016,15,21,17
BMW,X6 M,2016,14,19,16
BMW,X6 sDrive35i,2016,18,25,21
BMW,X6 xDrive35i,2016,18,24,20
BMW,X6 xDrive50i,2016,15,21,17
BMW,Z4 sDrive28i,2016,22,32,26
BMW,Z4 sDrive28i,2016,22,33,26
BMW,Z4 sDrive35i,2016,17,23,19
BMW,Z4 sDrive35is,2016,17,23,19
Buick,Cascada,2016,20,27,23
Buick,Enclave AWD,2016,15,22,17
Buick,Enclave FWD,2016,15,22,18
Buick,Encore,2016,25,33,28
Buick,Encore,2016,27,33,30
Buick,Encore AWD,2016,23,30,26
Buick,Encore AWD,2016,26,31,28
Buick,Envision AWD,2016,20,26,22
Buick,LaCrosse,2016,18,28,21
Buick,LaCrosse,2016,18,28,21
Buick,LaCrosse AWD,2016,17,26,20
Buick,LaCrosse eAssist,2016,24,35,28
Buick,Regal,2016,21,29,24
Buick,Regal,2016,19,30,23
Buick,Regal,2016,20,30,24
Buick,Regal AWD,2016,19,27,22
Buick,Regal eAssist,2016,24,35,28
Buick,Verano,2016,21,29,24
Buick,Verano,2016,21,31,24
Buick,Verano,2016,20,30,24
BYD,e6,2016,73,71,72
Cadillac,ATS,2016,22,31,25
Cadillac,ATS,2016,20,29,24
Cadillac,ATS,2016,22,32,26
Cadillac,ATS,2016,20,28,23
Cadillac,ATS AWD,2016,22,30,25
Cadillac,ATS AWD,2016,19,27,22
Cadillac,ATS-V,2016,16,24,19
Cadillac,ATS-V,2016,17,23,19
Cadillac,CT6,2016,22,30,25
Cadillac,CT6 AWD,2016,18,26,21
Cadillac,CT6 AWD,2016,18,27,21
Cadillac,CTS Sedan,2016,16,24,19
Cadillac,CTS Sedan,2016,21,30,25
Cadillac,CTS Sedan,2016,20,29,24
Cadillac,CTS Sedan AWD,2016,21,29,24
Cadillac,CTS Sedan AWD,2016,19,27,22
Cadillac,CTS-V,2016,14,21,17
Cadillac,ELR,2016,31,33,32
Cadillac,ELR Sport,2016,28,33,30
Cadillac,Escalade 2WD,2016,15,22,17
Cadillac,Escalade 4WD,2016,15,21,17
Cadillac,SRX,2016,17,24,19
Cadillac,SRX AWD,2016,16,23,18
Cadillac,XTS,2016,18,28,21
Cadillac,XTS AWD,2016,17,26,20
Cadillac,XTS AWD,2016,16,23,18
Cadillac,XTS Hearse,2016,15,21,17
Cadillac,XTS Limo,2016,15,21,17
Chevrolet,Camaro,2016,17,28,20
Chevrolet,Camaro,2016,19,28,22
Chevrolet,Camaro,2016,22,31,25
Chevrolet,Camaro,2016,18,27,21
Chevrolet,Camaro,2016,16,25,19
Chevrolet,Camaro,2016,21,29,24
Chevrolet,City Express Cargo Van,2016,24,26,25
Chevrolet,Colorado 2WD,2016,20,26,22
Chevrolet,Colorado 2WD,2016,18,25,21
Chevrolet,Colorado 2WD,2016,22,30,25
Chevrolet,Colorado 2WD,2016,19,26,22
Chevrolet,Colorado 4WD,2016,19,24,21
Chevrolet,Colorado 4WD,2016,17,24,20
Chevrolet,Colorado 4WD,2016,20,28,23
Chevrolet,Colorado Cab Chassis 2WD,2016,15,17,16
Chevrolet,Corvette,2016,13,23,16
Chevrolet,Corvette,2016,16,29,20
Chevrolet,Corvette,2016,15,22,18
Chevrolet,Corvette,2016,17,28,21
Chevrolet,Cruze,2016,30,40,34
Chevrolet,Cruze,2016,28,39,32
Chevrolet,Cruze Limited,2016,26,36,30
Chevrolet,Cruze Limited,2016,22,34,26
Chevrolet,Cruze Limited,2016,25,35,29
Chevrolet,Cruze Limited,2016,26,37,30
Chevrolet,Cruze Limited  Eco,2016,26,37,30
Chevrolet,Cruze Limited  Eco,2016,28,40,33
Chevrolet,Cruze Premier,2016,30,40,34
Chevrolet,Equinox AWD,2016,20,28,23
Chevrolet,Equinox AWD,2016,20,28,23
Chevrolet,Equinox AWD,2016,16,23,18
Chevrolet,Equinox FWD,2016,22,31,26
Chevrolet,Equinox FWD,2016,22,31,26
Chevrolet,Equinox FWD,2016,17,24,20
Chevrolet,Express 2500 2WD Passenger,2016,11,16,13
Chevrolet,Express 3500 2WD Passenger,2016,11,16,12
Chevrolet,Impala,2016,19,28,22
Chevrolet,Impala,2016,18,28,21
Chevrolet,Impala,2016,22,31,25
Chevrolet,Impala Bi-Fuel  (CNG),2016,17,25,20
Chevrolet,Impala Limited,2016,18,29,22
Chevrolet,Malibu,2016,22,32,26
Chevrolet,Malibu,2016,27,36,30
Chevrolet,Malibu Hybrid,2016,47,46,46
Chevrolet,Malibu Limited,2016,23,33,27
Chevrolet,Silverado 15 Hybrid 2WD,2016,18,24,20
Chevrolet,Silverado 15 Hybrid 4WD,2016,16,21,18
Chevrolet,Silverado C15 2WD,2016,16,23,19
Chevrolet,Silverado C15 2WD,2016,18,23,20
Chevrolet,Silverado C15 2WD,2016,16,23,19
Chevrolet,Silverado C15 2WD,2016,16,22,18
Chevrolet,Silverado C15 2WD,2016,15,21,17
Chevrolet,Silverado C15 Cab Chassis 2WD,2016,15,20,17
Chevrolet,Silverado K15 4WD,2016,16,22,18
Chevrolet,Silverado K15 4WD,2016,17,22,19
Chevrolet,Silverado K15 4WD,2016,16,22,18
Chevrolet,Silverado K15 4WD,2016,15,21,17
Chevrolet,Silverado K15 4WD,2016,15,21,17
Chevrolet,Silverado K15 Cab Chassis 4WD,2016,15,19,17
Chevrolet,Sonic,2016,27,36,30
Chevrolet,Sonic,2016,24,34,28
Chevrolet,Sonic,2016,26,34,29
Chevrolet,Sonic,2016,28,38,32
Chevrolet,Sonic 5,2016,27,36,30
Chevrolet,Sonic 5,2016,24,34,28
Chevrolet,Sonic 5,2016,26,34,29
Chevrolet,Sonic 5,2016,28,38,32
Chevrolet,Sonic 5 RS,2016,25,33,28
Chevrolet,Sonic 5 RS,2016,26,33,29
Chevrolet,Sonic RS,2016,25,33,28
Chevrolet,Sonic RS,2016,26,33,29
Chevrolet,Spark,2016,31,40,34
Chevrolet,Spark,2016,30,39,33
Chevrolet,Spark EV,2016,128,109,119
Chevrolet,SS,2016,14,20,16
Chevrolet,SS,2016,14,22,17
Chevrolet,Tahoe K1500 4WD,2016,16,22,18
Chevrolet,Tahoe K1500 4WD,2016,16,22,18
Chevrolet,Traverse AWD,2016,15,22,17
Chevrolet,Traverse FWD,2016,15,22,18
Chevrolet,Trax,2016,26,34,29
Chevrolet,Trax AWD,2016,24,31,27
Chevrolet,Volt,2016,43,42,42
Chrysler,200,2016,23,36,27
Chrysler,200,2016,23,36,27
Chrysler,200,2016,19,31,23
Chrysler,300,2016,19,30,23
Chrysler,300,2016,19,30,23
Chrysler,300,2016,16,25,19
Chrysler,200 AWD,2016,18,28,22
Chrysler,300 AWD,2016,18,27,21
Chrysler,300 AWD,2016,18,27,21
Chrysler,Town and Country,2016,17,25,20
Chrysler,Town and Country,2016,17,25,20
Dodge,Challenger,2016,19,30,23
Dodge,Challenger,2016,16,25,19
Dodge,Challenger,2016,15,25,18
Dodge,Challenger,2016,15,23,18
Dodge,Challenger,2016,14,23,17
Dodge,Challenger SRT8,2016,13,22,16
Dodge,Challenger SRT8,2016,15,25,18
Dodge,Challenger SRT8,2016,13,21,16
Dodge,Challenger SRT8,2016,14,23,17
Dodge,Charger,2016,16,25,19
Dodge,Charger,2016,15,25,18
Dodge,Charger,2016,19,30,23
Dodge,Charger,2016,19,30,23
Dodge,Charger AWD,2016,18,27,21
Dodge,Charger AWD,2016,18,27,21
Dodge,Charger SRT8,2016,13,22,16
Dodge,Charger SRT8,2016,15,25,18
Dodge,Dart,2016,27,36,30
Dodge,Dart,2016,23,34,27
Dodge,Dart,2016,24,33,27
Dodge,Dart,2016,25,35,29
Dodge,Dart,2016,22,34,27
Dodge,Dart,2016,27,38,31
Dodge,Dart Aero,2016,28,38,32
Dodge,Dart Aero,2016,28,39,32
Dodge,Dart GT,2016,22,31,25
Dodge,Dart GT,2016,23,33,26
Dodge,Durango AWD,2016,18,25,21
Dodge,Durango AWD,2016,14,22,17
Dodge,Durango RWD,2016,19,26,21
Dodge,Durango RWD,2016,14,22,17
Dodge,Grand Caravan,2016,17,25,20
Dodge,Grand Caravan,2016,17,25,20
Dodge,Journey,2016,19,25,21
Dodge,Journey,2016,17,25,19
Dodge,Journey AWD,2016,16,24,19
Dodge,Viper SRT,2016,12,21,15
Ferrari,488 GTB,2016,15,22,18
Ferrari,488 GTB,2016,16,22,18
Ferrari,488 Spider,2016,15,22,18
Ferrari,488 Spider,2016,16,22,18
Ferrari,California T,2016,16,23,18
Ferrari,California T,2016,16,23,19
Ferrari,F12,2016,12,16,13
Ferrari,F12,2016,12,16,13
Ferrari,F12 tdf,2016,11,15,12
Ferrari,F12 tdf,2016,12,17,14
Ferrari,F60 America,2016,11,15,13
Ferrari,F60 America,2016,12,15,13
Ferrari,FF,2016,11,17,13
Ferrari,FF,2016,11,17,13
Fiat,500,2016,27,33,29
Fiat,500,2016,24,32,27
Fiat,500,2016,31,38,34
Fiat,500,2016,28,33,30
Fiat,500 Abarth,2016,24,32,27
Fiat,500 Abarth,2016,28,33,30
Fiat,500 L,2016,22,30,25
Fiat,500 L,2016,25,32,28
Fiat,500 X,2016,22,30,25
Fiat,500 X,2016,25,33,28
Fiat,500 X AWD,2016,21,29,24
Fiat,500e,2016,121,103,112
Ford,C-MAX Energi Plug-in Hybrid,2016,40,36,38
Ford,C-MAX Hybrid FWD,2016,41,36,39
Ford,Edge AWD,2016,17,24,20
Ford,Edge AWD,2016,20,28,23
Ford,Edge AWD,2016,17,24,20
Ford,Edge FWD,2016,20,30,24
Ford,Edge FWD,2016,21,29,24
Ford,Edge FWD,2016,18,26,21
Ford,Escape AWD,2016,22,29,25
Ford,Escape AWD,2016,21,28,23
Ford,Escape FWD,2016,23,31,26
Ford,Escape FWD,2016,21,29,24
Ford,Escape FWD,2016,22,30,25
Ford,Expedition 2WD,2016,16,22,18
Ford,Expedition 4WD,2016,15,20,17
Ford,Expedition EL 2WD,2016,15,21,17
Ford,Expedition EL 4WD,2016,14,20,16
Ford,Explorer 2WD FFV,2016,17,24,20
Ford,Explorer AWD,2016,16,23,19
Ford,Explorer AWD,2016,16,22,18
Ford,Explorer AWD,2016,18,26,21
Ford,Explorer AWD FFV,2016,16,23,19
Ford,Explorer FWD,2016,17,24,20
Ford,Explorer FWD,2016,19,27,22
Ford,F150 2.7L 2WD GVWR>6649 LBS PAYLOAD PACKAGE,2016,18,24,21
Ford,F150 2.7L 4WD GVWR>6799 LBS PAYLOAD PACKAGE,2016,18,22,19
Ford,F150 3.5L 2WD GVWR>7599 LBS PAYLOAD PACKAGE,2016,16,22,18
Ford,F150 3.5L 4WD GVWR>7599 LBS PAYLOAD PACKAGE,2016,15,20,17
Ford,F150 5.0L 2WD FFV GVWR>7599 LBS PAYLOAD PACKAGE,2016,14,20,16
Ford,F150 5.0L 4WD FFV GVWR>7599 LBS PAYLOAD PACKAGE,2016,14,19,16
Ford,F150 Pickup 2WD,2016,19,25,21
Ford,F150 Pickup 2WD,2016,17,24,20
Ford,F150 Pickup 2WD FFV,2016,15,22,18
Ford,F150 Pickup 2WD FFV,2016,18,24,20
Ford,F150 Pickup 4WD,2016,18,23,20
Ford,F150 Pickup 4WD,2016,16,22,18
Ford,F150 Pickup 4WD FFV,2016,15,21,17
Ford,F150 Pickup 4WD FFV,2016,17,22,19
Ford,Fiesta FWD,2016,27,36,30
Ford,Fiesta FWD,2016,27,35,30
Ford,Fiesta SFE FWD,2016,31,41,35
Ford,Fiesta ST FWD,2016,26,32,29
Ford,Flex AWD,2016,16,22,18
Ford,Flex AWD,2016,15,21,17
Ford,Flex FWD,2016,16,23,19
Ford,Focus Electric,2016,110,99,105
Ford,Focus FWD,2016,26,37,30
Ford,Focus FWD,2016,27,39,31
Ford,Focus FWD,2016,28,39,32
Ford,Focus FWD,2016,26,36,29
Ford,Focus FWD,2016,30,41,34
Ford,Focus FWD FFV,2016,26,37,30
Ford,Focus FWD FFV,2016,27,39,31
Ford,Focus FWD FFV,2016,26,36,29
Ford,Focus RS AWD,2016,19,25,22
Ford,Focus ST FWD,2016,22,30,25
Ford,Fusion AWD,2016,22,31,25
Ford,Fusion Energi Plug-in Hybrid,2016,40,36,38
Ford,Fusion FWD,2016,25,36,29
Ford,Fusion FWD,2016,24,36,28
Ford,Fusion FWD,2016,22,33,26
Ford,Fusion FWD,2016,22,33,26
Ford,Fusion Hybrid FWD,2016,43,39,41
Ford,Mustang,2016,21,31,25
Ford,Mustang,2016,19,27,22
Ford,Mustang,2016,16,25,19
Ford,Mustang,2016,22,31,25
Ford,Mustang,2016,17,28,21
Ford,Mustang,2016,15,25,19
Ford,Mustang Convertible,2016,20,29,23
Ford,Mustang Convertible,2016,15,23,18
Ford,Shelby GT350 Mustang,2016,14,21,16
Ford,Taurus AWD,2016,16,24,19
Ford,Taurus AWD,2016,17,24,19
Ford,Taurus AWD FFV,2016,17,24,19
Ford,Taurus FWD,2016,20,29,23
Ford,Taurus FWD,2016,18,27,21
Ford,Taurus FWD FFV,2016,18,27,21
Ford,Transit Connect Van 2WD,2016,22,29,25
Ford,Transit Connect Van 2WD,2016,20,27,23
Ford,Transit Connect Van FFV,2016,20,27,23
Ford,Transit Connect Wagon FFV,2016,19,27,22
Ford,Transit Connect Wagon FWD,2016,22,29,24
Ford,Transit Connect Wagon FWD,2016,19,27,22
Ford,Transit Connect Wagon LWB FFV,2016,19,27,22
Ford,Transit Connect Wagon LWB FWD,2016,19,27,22
Ford,Transit T150 Wagon,2016,15,19,16
Ford,Transit T150 Wagon FFV,2016,14,18,16
GMC,Acadia AWD,2016,15,22,17
GMC,Acadia FWD,2016,15,22,18
GMC,Canyon 2WD,2016,20,26,22
GMC,Canyon 2WD,2016,18,25,21
GMC,Canyon 2WD,2016,22,30,25
GMC,Canyon 2WD,2016,19,26,22
GMC,Canyon 4WD,2016,19,24,21
GMC,Canyon 4WD,2016,17,24,20
GMC,Canyon 4WD,2016,20,28,23
GMC,Canyon Cab Chassis 2WD,2016,15,17,16
GMC,Savana 2500 2WD (Passenger),2016,11,16,13
GMC,Savana 3500 2WD (Passenger),2016,11,16,12
GMC,Sierra 15 Hybrid 2WD,2016,18,24,20
GMC,Sierra 15 Hybrid 4WD,2016,16,21,18
GMC,Sierra C15 2WD,2016,16,23,19
GMC,Sierra C15 2WD,2016,18,23,20
GMC,Sierra C15 2WD,2016,16,23,19
GMC,Sierra C15 2WD,2016,16,22,18
GMC,Sierra C15 2WD,2016,15,21,17
GMC,Sierra C15 Cab Chassis 2WD,2016,15,20,17
GMC,Sierra K15 4WD,2016,16,22,18
GMC,Sierra K15 4WD,2016,17,22,19
GMC,Sierra K15 4WD,2016,16,22,18
GMC,Sierra K15 4WD,2016,15,21,17
GMC,Sierra K15 4WD,2016,15,21,17
GMC,Sierra K15 Cab Chassis 4WD,2016,15,19,17
GMC,Terrain AWD,2016,20,28,23
GMC,Terrain AWD,2016,16,23,18
GMC,Terrain FWD,2016,22,31,26
GMC,Terrain FWD,2016,22,31,26
GMC,Terrain FWD,2016,17,24,20
GMC,Yukon C1500 2WD,2016,16,23,18
GMC,Yukon C1500 2WD,2016,16,23,19
GMC,Yukon C1500 2WD,2016,15,22,17
GMC,Yukon C1500 XL 2WD,2016,16,23,18
GMC,Yukon C1500 XL 2WD,2016,16,23,19
GMC,Yukon C1500 XL 2WD,2016,15,22,17
GMC,Yukon K1500 4WD,2016,16,22,18
GMC,Yukon K1500 4WD,2016,16,22,18
GMC,Yukon K1500 4WD,2016,15,21,17
GMC,Yukon K1500 XL 4WD,2016,15,22,18
GMC,Yukon K1500 XL 4WD,2016,15,22,18
GMC,Yukon K1500 XL 4WD,2016,14,20,17
Honda,Accord,2016,26,34,29
Honda,Accord,2016,21,32,24
Honda,Accord,2016,27,36,30
Honda,Accord,2016,21,33,25
Honda,Accord,2016,18,28,21
Honda,Accord,2016,23,33,27
Honda,Civic 2Dr,2016,31,41,35
Honda,Civic 2Dr,2016,30,39,34
Honda,Civic 2Dr,2016,26,37,30
Honda,Civic 4Dr,2016,31,42,35
Honda,Civic 4Dr,2016,30,40,34
Honda,Civic 4Dr,2016,27,38,31
Honda,CR-V 2WD,2016,26,32,29
Honda,CR-V 4WD,2016,25,31,27
Honda,CR-Z,2016,35,38,36
Honda,CR-Z,2016,31,37,33
Honda,Fit,2016,32,37,34
Honda,Fit,2016,33,40,36
Honda,Fit,2016,29,36,32
Honda,HR-V 2WD,2016,28,34,31
Honda,HR-V 2WD,2016,28,34,31
Honda,HR-V 2WD,2016,25,33,28
Honda,HR-V 4WD,2016,27,32,29
Honda,HR-V 4WD,2016,27,32,29
Honda,Odyssey,2016,19,27,22
Honda,Pilot 2WD,2016,20,27,23
Honda,Pilot 2WD,2016,19,27,22
Honda,Pilot 4WD,2016,19,26,22
Honda,Pilot 4WD,2016,18,25,21
Hyundai,Accent,2016,26,36,30
Hyundai,Accent,2016,27,37,31
Hyundai,Azera,2016,20,28,23
Hyundai,Azera Limited,2016,19,28,22
Hyundai,Elantra,2016,28,37,31
Hyundai,Elantra,2016,24,35,28
Hyundai,Elantra,2016,27,36,30
Hyundai,Elantra,2016,24,34,28
Hyundai,Elantra GT,2016,24,32,27
Hyundai,Elantra GT,2016,24,32,27
Hyundai,Elantra Limited,2016,27,36,30
Hyundai,Equus,2016,15,23,18
Hyundai,Genesis AWD,2016,16,25,19
Hyundai,Genesis Coupe,2016,16,25,19
Hyundai,Genesis Coupe,2016,17,24,19
Hyundai,Genesis RWD,2016,18,28,22
Hyundai,Genesis RWD,2016,15,23,18
Hyundai,Santa Fe AWD,2016,18,24,20
Hyundai,Santa Fe FWD,2016,18,25,21
Hyundai,Santa Fe Sport AWD,2016,19,25,21
Hyundai,Santa Fe Sport AWD,2016,18,24,20
Hyundai,Santa Fe Sport FWD,2016,20,27,23
Hyundai,Santa Fe Sport FWD,2016,19,26,22
Hyundai,Santa Fe Sport Ultimate FWD,2016,19,26,22
Hyundai,Santa Fe Ultimate AWD,2016,17,22,19
Hyundai,Santa Fe Ultimate FWD,2016,17,23,20
Hyundai,Sonata,2016,28,36,31
Hyundai,Sonata,2016,22,31,26
Hyundai,Sonata,2016,25,36,29
Hyundai,Sonata Hybrid,2016,38,41,40
Hyundai,Sonata Hybrid SE,2016,39,42,41
Hyundai,Sonata Limited,2016,21,30,24
Hyundai,Sonata Plug-in Hybrid,2016,38,41,40
Hyundai,Sonata Sport Limited,2016,25,35,28
Hyundai,Tucson AWD,2016,24,28,25
Hyundai,Tucson AWD,2016,21,26,23
Hyundai,Tucson Eco AWD,2016,25,30,27
Hyundai,Tucson Eco FWD,2016,26,32,28
Hyundai,Tucson FWD,2016,25,30,27
